typ,ra,dec,mag,names
Gxy,209.2335,29.1642,11.7,NGC5375
Gxy,209.2125,37.7969,12.7,NGC5378
Gxy,209.2365,37.61,12.1,NGC5380
Gxy,209.271,41.8464,11.6,NGC5383
Gxy,208.9155,40.4614,10.5,NGC5390
Gxy,209.373,6.09694,12.7,NGC5374
Gxy,209.46,-43.9322,11.4,NGC5365
Gxy,209.4765,-29.3156,12.59,IC4351
Gxy,209.5545,6.51778,12.9,NGC5384
Gxy,209.562,6.25861,12.7,NGC5382
Gxy,209.64000000000001,37.4536,13.0,NGC5394
Gxy,209.6565,37.4256,12.0,NGC5395
Gxy,209.2335,29.1642,12.0,NGC5396
Gxy,210.084,38.9153,12.4,NGC5406
Gxy,210.1545,-2.8575,13.0,NGC5400
Gxy,210.1755,55.1644,11.9,NGC5422
Gxy,210.19050000000001,59.3286,12.1,NGC5430
Gxy,210.294,-33.9458,12.9,NGC5397
Gxy,210.34050000000002,-33.0625,12.4,NGC5398
Gxy,210.5145,9.92944,12.8,NGC5414
Gxy,210.5475,55.8144,12.5,NGC5443
Gxy,210.702,9.34111,12.7,NGC5423
Gxy,210.708,49.1725,11.6,NGC5448
Gxy,210.732,9.42083,12.7,NGC5424
Gxy,210.7545,34.7575,12.5,NGC5440
Gxy,210.801,54.3486,7.5,M101/NGC5457
Gxy,210.837,-41.3789,12.4,NGC5408
Gxy,210.846,9.44917,12.9,NGC5434
Gxy,210.85500000000002,-6.06889,12.1,NGC5426
Gxy,210.8595,-6.03083,11.5,NGC5427
Gxy,210.85049999999998,35.1317,11.6,NGC5444
Gxy,210.912,-33.9786,10.8,NGC5419
Gxy,211.191,14.3819,12.8,NGC5454
Gxy,211.1805,54.8922,11.5,NGC5473
Gxy,211.245,11.8714,13.0,NGC5456
Gxy,211.2555,53.6622,11.0,NGC5474
Gxy,211.302,55.7419,12.8,NGC5475
GC,211.3665,28.5303,9.2,NGC5466
Gxy,211.5435,9.35306,12.9,NGC5463
Gxy,211.5885,50.7253,12.3,NGC5480
Gxy,211.6455,-5.45306,11.7,NGC5468
Gxy,211.671,50.7231,12.4,NGC5481
Gxy,211.76850000000002,-30.0175,12.9,NGC5464
Gxy,211.797,55.0014,11.5,NGC5485
OC,211.86599999999999,-48.3425,5.6,NGC5460
Gxy,212.013,-33.3147,12.1,NGC5488
Gxy,212.0355,-6.09278,12.8,NGC5476
Gxy,212.1285,8.93194,13.0,NGC5482
Gxy,212.48850000000002,17.5456,11.9,NGC5490
Gxy,212.5185,17.7337,12.73,IC983
Gxy,212.6055,-43.3256,11.4,NGC5483
Gxy,212.6475,19.6119,13.0,NGC5492
Gxy,212.8725,-5.04417,11.6,NGC5493
Gxy,212.9085,-1.1575,12.2,NGC5496
Gxy,213.0045,-46.0894,12.4,NGC5489
Gxy,213.0945,50.3481,12.7,NGC5520
Gxy,213.10049999999998,-30.6442,12.1,NGC5494
Gxy,213.096,-27.1075,13.0,NGC5495
Gxy,213.31050000000002,-3.2075,12.5,NGC5506
Gxy,213.2865,20.4161,12.7,NGC5513
Gxy,213.33149999999998,-3.14861,12.6,NGC5507
Gxy,213.405,-17.9839,13.0,NGC5510
Gxy,213.714,25.3175,12.3,NGC5523
Gxy,213.7605,-43.9608,12.86,IC4386
Gxy,213.9135,14.2825,13.0,NGC5525
Gxy,213.891,36.2264,12.2,NGC5529
Gxy,213.978,-48.115,12.1,NGC5516
Gxy,214.032,35.3436,11.9,NGC5533
Gxy,214.1325,39.5886,12.7,NGC5541
Gxy,214.221,10.8072,11.9,NGC5532
Gxy,214.4175,-7.41722,12.8,NGC5534
Gxy,214.425,-13.8833,13.0,IC991
Gxy,214.49849999999998,25.1367,12.1,NGC5548
Gxy,214.539,7.56417,12.8,NGC5546
Gxy,214.6065,36.4933,11.2,NGC5557
Gxy,214.61249999999998,-43.3886,11.3,NGC5530
Gxy,214.662,7.37694,13.0,NGC5549
Gxy,214.9485,56.7294,11.0,NGC5585
Gxy,215.019,3.99222,12.7,NGC5560
Gxy,215.08350000000002,3.93389,10.7,NGC5566
Gxy,215.142,-29.2422,11.9,NGC5556
Gxy,215.409,35.2044,12.3,NGC5580
Gxy,215.1795,39.6933,11.8,NGC5582
Gxy,215.2335,3.23806,12.4,NGC5574
Gxy,215.26500000000001,3.27083,10.9,NGC5576
Gxy,215.304,3.43611,12.5,NGC5577
Gxy,215.409,35.2044,12.4,NGC5590
Gxy,215.5455,13.9175,12.7,NGC5587
Gxy,215.5785,50.5019,12.9,NGC5602
Gxy,215.5995,-0.385833,11.6,NGC5584
PN,215.5995,-44.15,11.0,IC4406
Gxy,215.757,40.3772,13.0,NGC5603
Gxy,215.9565,14.6389,12.0,NGC5600
Gxy,215.979,-28.6878,12.9,NGC5592
Gxy,216.03150000000002,34.8594,11.8,NGC5614
Gxy,216.0555,-16.7225,12.2,NGC5595
Gxy,216.01950000000002,33.0475,12.7,NGC5611
Gxy,216.114,-16.7628,12.1,NGC5597
Gxy,216.17849999999999,-3.21194,12.8,NGC5604
Gxy,216.2805,-13.1633,12.6,NGC5605
Gxy,216.63750000000002,56.5825,11.5,NGC5631
Gxy,216.786,33.2525,12.6,NGC5623
Gxy,216.825,4.80222,12.8,NGC5619
Gxy,216.8685,46.1467,12.2,NGC5633
OC,216.94650000000001,-59.6322,7.7,NGC5606
Gxy,217.06799999999998,25.8486,12.6,NGC5629
Gxy,217.143,11.3783,13.0,NGC5627
Gxy,217.1325,27.4089,12.9,NGC5635
Gxy,217.305,30.0261,12.7,NGC5642
Gxy,217.32,28.8214,12.4,NGC5641
GC,217.40550000000002,-5.97667,9.5,NGC5634
Gxy,217.4115,3.26639,12.8,NGC5636
Gxy,217.419,3.23333,11.2,NGC5638
OC,217.434,-60.7108,6.3,NGC5617
Gxy,217.458,49.6222,11.6,NGC5660
Gxy,217.5435,31.215,12.3,NGC5653
Gxy,217.60649999999998,11.9281,12.6,NGC5644
Gxy,217.60649999999998,35.3208,12.0,NGC5656
Gxy,217.596,59.4697,12.7,NGC5667
Gxy,217.665,7.27444,12.1,NGC5645
Gxy,217.755,5.97806,12.8,NGC5650
Gxy,217.755,5.97806,12.7,NGC5652
Gxy,217.911,-43.4184,12.11,IC4444
Gxy,218.0235,57.9211,11.5,NGC5678
Gxy,218.106,8.07917,12.2,NGC5665
Gxy,218.11350000000002,49.9049,12.2,IC1029
Gxy,218.166,36.3019,13.0,NGC5675
Gxy,218.172,-44.1733,10.5,NGC5643
Gxy,218.1825,9.89194,11.5,NGC5669
Gxy,218.1945,49.4572,11.1,NGC5676
Gxy,218.2875,10.5106,12.8,NGC5666
Gxy,218.352,4.45056,11.5,NGC5668
Gxy,218.50799999999998,-78.3883,12.3,NGC5612
Gxy,218.71800000000002,54.4756,11.8,NGC5687
Gxy,218.787,5.35861,13.0,NGC5679
OC,218.907,-56.6181,5.5,NGC5662
Gxy,218.874,48.7414,11.7,NGC5689
Gxy,218.901,-45.9653,12.1,NGC5670
Gxy,218.95800000000003,36.5428,13.0,NGC5684
Gxy,219.34199999999998,36.5675,12.7,NGC5695
Gxy,219.378,51.5617,12.7,NGC5707
Gxy,219.42000000000002,2.29083,12.2,NGC5690
Gxy,219.47250000000003,-0.397778,12.1,NGC5691
Gxy,219.57600000000002,3.41028,12.7,NGC5692
Gxy,219.7965,5.36333,11.0,NGC5701
Gxy,219.8175,20.0431,13.0,NGC5710
Gxy,219.89550000000003,-45.02,12.1,NGC5688
GC,219.9015,-26.5383,10.2,NGC5694/C66
Gxy,219.957,-0.718889,12.8,NGC5705
Gxy,220.047,-0.290833,11.1,NGC5713
Gxy,220.179,3.46528,13.0,NGC5718
Gxy,220.2345,-0.318056,12.4,NGC5719
Gxy,220.2735,-17.4764,13.0,NGC5716
Gxy,220.5285,-9.00861,12.6,NGC5729
Gxy,220.60049999999998,-17.2533,11.7,NGC5728
Gxy,220.6395,28.7261,12.5,NGC5735
Gxy,220.62,41.8422,12.3,NGC5739
Gxy,220.734,-18.4447,12.9,NGC5726
OC,220.8735,-57.5769,9.8,NGC5715
Gxy,221.1015,1.67972,12.0,NGC5740
Gxy,221.23350000000002,1.95583,10.8,NGC5746
Gxy,221.2875,-20.8708,12.8,NGC5734
Gxy,221.5455,-0.223611,11.7,NGC5750
Gxy,221.8905,-14.8539,12.6,NGC5756
Gxy,221.943,-19.0775,12.1,NGC5757
OC,222.225,-54.4975,8.8,NGC5749
Gxy,222.28500000000003,-20.3761,12.7,NGC5761
Gxy,222.91199999999998,40.5989,13.0,NGC5772
Gxy,223.0335,-2.52972,12.7,NGC5768
Gxy,223.3125,3.95972,12.2,NGC5770
Gxy,223.3665,52.0758,13.0,NGC5783
OC,223.3845,-52.6706,12.6,NGC5764
Gxy,223.42800000000003,3.58278,12.3,NGC5774
Gxy,223.3665,52.0758,12.9,NGC5785
Gxy,223.4895,3.54472,12.0,NGC5775
Gxy,223.5675,42.5578,12.5,NGC5784
Gxy,224.1,49.6961,13.0,NGC5797
Gxy,224.4405,71.6806,12.3,NGC5832
Gxy,224.595,-1.09083,11.6,NGC5792
Gxy,224.6655,53.8858,11.7,NGC5820
Gxy,224.6925,-19.2672,11.8,NGC5791
Gxy,224.736,-42.0125,11.2,NGC5786
Gxy,224.85,-16.6242,11.7,NGC5796
Gxy,225.0015,1.89111,11.8,NGC5806
GC,225.07500000000002,-82.2167,10.6,IC4499
Gxy,225.2325,-7.45806,11.3,NGC5812
Gxy,225.297,1.70167,10.9,NGC5813
GC,225.993,-33.0678,9.1,NGC5824
GC,225.993,-33.0678,9.1,NGC5834
Gxy,226.029,1.21944,11.6,NGC5831
OC,226.089,-54.3964,6.5,NGC5822
Gxy,226.359,2.09917,10.8,NGC5838
Gxy,226.36499999999998,1.63444,12.7,NGC5839
OC,226.37699999999998,-55.6036,7.9,NGC5823/C88
Gxy,226.6215,1.60611,10.3,NGC5846
Gxy,226.6215,55.7631,10.2,NGC5866
Gxy,226.782,1.54417,11.4,NGC5850
Gxy,226.86749999999998,-36.3283,12.5,NGC5843
Gxy,226.8945,19.5822,12.5,NGC5859
Gxy,226.9485,2.56861,12.0,NGC5854
Gxy,227.20350000000002,-11.2078,12.8,NGC5858
Gxy,227.304,52.5283,12.6,NGC5875
Gxy,227.316,-11.3217,11.8,NGC5861
Gxy,227.38049999999998,54.5061,12.9,NGC5876
Gxy,227.3895,3.05278,11.9,NGC5864
Gxy,227.445,57.0006,11.3,NGC5879
Gxy,227.4555,0.469722,12.0,NGC5869
Gxy,227.70149999999998,-18.4317,13.0,NGC5863
Gxy,227.92049999999998,59.8089,12.9,NGC5894
Gxy,227.976,-72.8586,12.0,NGC5833
PN,228.2115,-38.1258,11.0,NGC5873
Gxy,228.4515,-15.4639,11.8,NGC5892
Gxy,228.441,-14.2706,12.0,NGC5878
Gxy,228.7635,42.0494,12.0,NGC5899
Gxy,228.76649999999998,-10.0864,11.4,NGC5885
Gxy,228.84750000000003,55.5169,11.9,NGC5905
Gxy,228.97500000000002,56.3292,10.7,NGC5907
Gxy,229.1805,55.4097,12.4,NGC5908
PN,229.2075,-45.6492,9.4,NGC5882
GC,229.35150000000002,-21.0103,8.4,NGC5897
Gxy,229.46249999999998,-17.5892,12.8,NGC5890
Gxy,229.55700000000002,-24.0983,11.5,NGC5898
Gxy,229.65449999999998,-24.0664,11.5,NGC5903
GC,229.641,2.08278,5.7,M5/NGC5904
Gxy,230.298,-23.6584,12.88,IC4538
Gxy,230.388,-13.0922,12.2,NGC5915
Gxy,230.4855,5.07028,11.1,NGC5921
Gxy,231.5115,18.0733,12.3,NGC5928
Gxy,231.5325,41.6756,12.2,NGC5930
OC,231.861,-54.5286,8.4,NGC5925
GC,232.00199999999998,-50.6728,8.0,NGC5927
Gxy,232.00199999999998,64.7631,12.2,NGC5949
Gxy,232.4385,42.9183,13.0,NGC5945
Gxy,232.503,12.9892,12.4,NGC5936
Gxy,232.692,-2.82917,12.5,NGC5937
Gxy,233.3655,56.5592,12.3,NGC5963
Gxy,233.42999999999998,15.0075,12.9,NGC5951
Gxy,233.50799999999998,56.6858,12.6,NGC5965
Gxy,233.63549999999998,15.1942,12.0,NGC5953
Gxy,233.646,15.2,12.2,NGC5954
Gxy,233.7045,28.6547,12.7,NGC5958
Gxy,233.7435,11.75,12.5,NGC5956
Gxy,233.847,12.0475,11.9,NGC5957
GC,233.86950000000002,-50.6594,8.4,NGC5946
Gxy,233.96699999999998,39.7686,12.7,NGC5966
Gxy,234.108,-66.8597,10.9,NGC5938
Gxy,234.132,16.6081,11.7,NGC5962
Gxy,234.4005,5.97361,12.1,NGC5964
Gxy,234.624,12.1867,11.6,NGC5970
Gxy,234.666,59.3558,11.3,NGC5982
Gxy,234.90449999999998,59.3317,11.1,NGC5985
Gxy,234.98700000000002,-30.5522,12.4,NGC5968
Gxy,234.98850000000002,58.0797,12.4,NGC5987
Gxy,235.377,15.7872,12.7,NGC5980
Gxy,235.722,14.2308,12.6,NGC5984
GC,236.514,-37.7861,7.6,NGC5986
Gxy,236.568,2.41528,12.6,NGC5990
Gxy,236.745,17.8847,12.5,NGC5996
PN,236.922,-61.2178,11.5,NGC5979
Gxy,237.066,-75.6733,12.2,NGC5967
Gxy,237.456,-29.3875,12.4,NGC6000
Gxy,237.59400000000002,18.9392,12.5,NGC6004
Gxy,237.855,62.3097,11.2,NGC6015
OC,238.0365,-56.4728,9.0,NGC5999
Gxy,238.3455,11.9589,13.0,NGC6007
Gxy,238.5585,14.6011,12.3,NGC6012
Gxy,238.5795,0.542778,12.8,NGC6010
Gxy,238.85999999999999,78.9967,13.0,NGC6068
OC,238.95299999999997,-57.4372,10.7,NGC6005
Gxy,238.989,5.93194,12.3,NGC6014
Gxy,239.3775,70.6892,12.4,NGC6048
PN,240.3375,-34.5436,12.9,NGC6026
OC,240.8205,-60.4317,5.1,NGC6025/C95
PN,241.11,40.6831,12.9,NGC6058
Gxy,241.12199999999999,69.6681,12.8,NGC6079
OC,241.89600000000002,-54.015,8.5,NGC6031
Gxy,242.4945,0.708611,11.8,NGC6070
PN,242.925,12.0667,11.0,IC4593
PN,243.2415,-36.23,11.7,NGC6072
OC,243.2955,-54.2183,5.6,NGC6067
GC,244.26299999999998,-22.975,7.3,M80/NGC6093
Gxy,244.41899999999998,35.0044,13.0,NGC6109
Gxy,244.6965,7.41083,12.4,NGC6106
OC,244.71,-57.9344,5.4,NGC6087/C89
Gxy,244.79850000000002,57.9839,12.0,NGC6125
Gxy,244.79850000000002,57.9839,12.0,NGC6128
Gxy,244.79850000000002,57.9839,12.1,NGC6127
Gxy,245.2395,65.39,11.6,NGC6140
Gxy,245.4525,-2.28361,11.6,NGC6118
Gxy,245.763,37.9222,12.8,NGC6137
GC,245.898,-26.5253,5.4,M4/NGC6121
OC,246.1095,-51.9483,9.8,NGC6115
Gxy,246.2925,40.8931,12.5,NGC6146
OC,246.333,-40.6536,5.8,NGC6124/C75
Gxy,246.37650000000002,49.8403,12.9,NGC6154
GC,246.45149999999998,-72.2017,9.2,NGC6101/C107
Gxy,246.53400000000002,48.3669,12.4,NGC6155
GC,246.8085,-26.0247,9.0,NGC6144
OC,246.94350000000003,-49.1511,7.2,NGC6134
GC,246.91800000000003,-38.8489,9.1,NGC6139
Gxy,247.161,39.5517,12.4,NGC6166
Gxy,247.43699999999998,40.8114,12.7,NGC6173
PN,247.87649999999996,-40.2536,10.9,NGC6153
Gxy,247.92,59.6261,12.9,NGC6189
Gxy,248.028,58.4386,12.8,NGC6190
Gxy,247.92,59.6261,12.6,NGC6191
Gxy,245.5425,-1.51472,12.9,NGC6172
Gxy,248.08650000000003,19.8261,12.2,NGC6181
GC,248.133,-13.0528,7.8,M107/NGC6171
Gxy,248.1645,78.1975,11.5,NGC6217
Gxy,248.13150000000002,82.5378,12.7,NGC6251
OC,248.19,-52.6439,8.1,NGC6152
OC,248.51850000000002,-44.0456,6.6,NGC6169
OC,248.646,-49.7719,6.7,NGC6167
Gxy,248.718,-60.6197,11.8,NGC6156
OC,248.946,-45.6436,7.2,NGC6178
Gxy,249.474,36.0728,12.9,NGC6196
Gxy,249.47549999999998,36.0667,12.8,IC4615
OC,250.0995,-43.3667,8.5,NGC6192
OC,250.33350000000002,-48.7625,5.2,NGC6193/C82
Gxy,250.36499999999998,57.7833,12.7,NGC6211
Gxy,250.42350000000002,-69.3731,12.2,NGC6183
GC,250.42200000000003,36.46,5.8,M13/NGC6205
Gxy,250.767,36.8322,11.7,NGC6207
Gxy,250.76850000000002,61.5789,12.3,NGC6223
Gxy,250.83300000000003,70.6325,12.7,NGC6232
OC,251.03099999999998,-47.4625,7.4,NGC6200
PN,251.12249999999997,23.8,8.8,NGC6210
Gxy,251.1435,70.7808,12.1,NGC6236
OC,251.53950000000003,-47.0169,8.2,NGC6204
GC,251.745,47.5278,9.4,NGC6229
GC,251.80949999999999,-1.94778,6.1,M12/NGC6218
Gxy,252.08399999999997,62.9767,12.7,NGC6247
OC,252.348,-44.7314,10.1,NGC6216
OC,252.3675,-53.7283,7.2,NGC6208
Gxy,252.52200000000002,42.7394,12.3,NGC6239
OC,252.348,-44.7314,10.1,NGC6222
Gxy,252.7785,-58.9925,11.2,NGC6215
Gxy,253.1925,-59.2167,10.6,NGC6221
Gxy,253.24499999999998,2.40194,12.8,NGC6240
GC,253.356,-22.1772,8.9,NGC6235
OC,253.545,-41.8242,2.6,NGC6231/C76
Gxy,253.69650000000001,36.5017,12.9,NGC6255
Gxy,253.74599999999998,-72.5864,11.8,NGC6209
OC,253.88849999999996,-39.4608,6.4,NGC6242
GC,254.28750000000002,-4.09944,6.6,M10/NGC6254
OC,254.4225,-44.8119,8.2,NGC6249
Gxy,254.4585,-76.993,12.73,IC4618
OC,254.48399999999998,-45.9367,5.9,NGC6250
Gxy,254.4915,27.8542,12.6,NGC6269
OC,254.772,-52.7089,10.2,NGC6253
Gxy,254.8605,49.9219,12.9,NGC6283
GC,254.886,-37.1214,11.3,NGC6256
OC,255.189,-44.655,8.0,NGC6259
Gxy,255.20999999999998,23.0111,12.5,NGC6278
GC,255.30149999999998,-30.1122,6.4,M62/NGC6266
PN,255.40050000000002,-21.8333,11.0,IC4634
OC,255.543,-39.7283,9.5,NGC6268
GC,255.657,-26.2681,6.8,M19/NGC6273
GC,256.119,-24.7636,8.9,NGC6284
OC,256.1715,-37.9853,5.4,NGC6281
GC,256.2885,-22.7081,9.3,NGC6287
Gxy,256.356,75.4069,12.9,NGC6324
GC,257.5425,-26.5825,8.3,NGC6293
Gxy,257.60699999999997,72.3061,11.2,NGC6340
PN,257.9505,-55.4,13.0,IC4642
PN,258.43649999999997,-37.1033,9.6,Bug nebula/NGC6302/C69
PN,258.5175,-12.9108,11.5,Box nebula/NGC6309
Gxy,258.5625,43.6844,12.9,NGC6329
GC,258.636,-29.4622,8.3,NGC6304
GC,259.15500000000003,-28.14,8.1,NGC6316
Gxy,259.251,-62.8208,10.3,NGC6300
Gxy,259.2765,40.845,12.8,NGC6339
GC,259.281,43.1364,6.5,M92/NGC6341
OC,259.0485,-39.425,11.8,NGC6318
Gxy,259.46999999999997,61.7806,12.7,NGC6359
GC,259.497,-23.7658,10.2,NGC6325
Gxy,259.503,-59.1714,12.1,NGC6305
OC,259.6065,-42.9339,6.0,NGC6322
GC,259.7985,-18.5164,7.8,M9/NGC6333
PN,260.193,-51.7544,12.0,NGC6326
GC,260.292,-19.5872,9.5,NGC6342
PN,260.565,-38.4839,12.3,NGC6337
Gxy,260.8545,56.975,13.0,NGC6370
GC,260.895,-17.8131,8.2,NGC6356
Gxy,260.9205,-65.0103,12.5,NGC6328
GC,260.99399999999997,-26.3536,8.6,NGC6355
Gxy,261.114,29.3897,13.0,NGC6364
OC,261.1755,-49.95,6.9,IC4651
GC,261.3705,-48.4228,7.8,NGC6352/C81
Gxy,261.63,71.0961,12.5,NGC6395
Gxy,261.798,11.5433,12.5,NGC6368
GC,261.93449999999996,-5.07667,9.5,NGC6366
PN,262.33500000000004,-23.7594,11.4,NGC6369
Gxy,262.4055,75.7042,12.0,NGC6412
GC,262.9785,-67.0481,8.1,NGC6362
OC,263.676,-32.5814,9.0,NGC6374
Gxy,263.1015,7.06028,11.1,NGC6384
Gxy,263.166,16.4019,12.3,NGC6389
OC,263.676,-32.5814,5.5,NGC6383
GC,263.6175,-39.0697,11.5,NGC6380
Gxy,263.886,60.8131,12.0,NGC6411
GC,264.07050000000004,-44.7347,6.8,NGC6388
Gxy,264.204,72.0889,12.6,NGC6434
GC,264.40049999999997,-3.24611,7.6,M14/NGC6402
OC,264.402,-35.0258,8.5,NGC6396
GC,264.654,-23.9089,7.4,NGC6401
Gxy,264.6975,18.8778,12.9,NGC6408
OC,264.906,-33.2467,10.6,NGC6404
OC,265.086,-32.2542,4.2,M6/NGC6405
GC,265.17150000000004,-53.6736,5.3,NGC6397/C86
OC,265.053,-36.9478,8.8,NGC6400
Gxy,265.683,-61.6944,12.7,NGC6398
Gxy,265.8765,-69.785,11.7,NGC6392
OC,266.0835,-32.3611,5.7,NGC6416
GC,266.2275,3.17028,10.9,NGC6426
Gxy,266.2395,-60.7394,12.0,NGC6407
PN,266.37449999999995,-44.9,13.0,IC4663
Gxy,266.571,35.5717,12.9,NGC6447
OC,266.5755,5.71667,4.2,IC4665
OC,266.757,-31.5294,7.2,NGC6425
Gxy,266.7135,20.7608,12.7,NGC6442
PN,267.08399999999995,-16.4594,12.6,NGC6439
GC,267.219,-20.3594,9.3,NGC6440
PN,267.31199999999995,-20.0094,11.2,Little Gem/NGC6445
Gxy,267.3585,70.145,10.6,NGC6503
Gxy,267.4425,72.0208,12.9,NGC6508
GC,267.5535,-37.0511,7.2,NGC6441
OC,267.669,-30.2117,8.2,NGC6451
GC,267.7155,-34.5986,10.2,NGC6453
Gxy,267.9465,24.4839,12.5,NGC6484
Gxy,267.954,23.0719,11.5,NGC6482
Gxy,268.17449999999997,29.8386,12.4,NGC6487
OC,268.3005,-22.275,8.2,NGC6469
OC,268.46250000000003,-34.7928,3.3,M7/NGC6475
Gxy,268.7115,18.3269,12.3,NGC6495
Gxy,268.9995,18.3383,12.4,NGC6500
Gxy,269.0235,33.2086,12.6,NGC6504
Gxy,269.016,18.3733,12.2,NGC6501
OC,269.2695,-18.9853,5.5,M23/NGC6494
PN,269.63849999999996,66.6331,8.1,NGC6543/C6
GC,269.766,-44.2664,8.6,NGC6496
Gxy,269.81100000000004,45.8875,12.9,NGC6524
Gxy,269.85450000000003,6.28667,12.6,NGC6509
Gxy,269.87850000000003,-63.6692,12.3,NGC6483
OC,269.961,-17.4503,10.0,NGC6507
GC,270.46049999999997,-8.95889,10.1,NGC6517
OC+Neb,270.5865,-23.0272,6.3,Trifid nebula/M20/NGC6514
Gxy,270.699,-66.4297,12.3,NGC6492
OC,270.85499999999996,-27.8911,7.6,NGC6520
GC,270.89549999999997,-30.035,9.9,NGC6522
Neb,270.921,-24.3803,5.8,M8/NGC6523
GC,270.9615,-0.296944,9.3,NGC6535
Gxy,271.0575,-65.41,12.7,NGC6502
OC,271.056,-22.49,5.9,M21/NGC6531
GC,271.206,-30.0558,9.6,NGC6528
OC+Neb,271.1295,-24.3581,4.6,NGC6530
GC,271.209,-7.58583,8.9,NGC6539
PN,271.3035,-19.8431,11.6,NGC6537
Gxy,271.49699999999996,18.5869,11.5,NGC6548
OC,271.8435,-23.2961,8.0,NGC6546
GC,271.836,-24.9975,7.5,NGC6544
Gxy,271.9545,17.6042,12.3,NGC6555
GC,272.01,-43.7158,6.3,NGC6541/C78
GC,272.3235,-25.9078,8.3,NGC6553
GC,272.57550000000003,-31.7636,8.6,NGC6558
GC,272.6745,-7.2,10.3,IC1276/Pal7
Gxy,272.73900000000003,31.1161,12.8,NGC6575
Gxy,272.781,14.0931,12.6,NGC6570
Gxy,272.8515,-56.2544,12.87,IC4679
PN,272.9685,-28.1783,11.6,NGC6565
Gxy,272.96250000000003,14.9817,12.3,NGC6574
PN,273.01050000000004,-33.8686,11.0,NGC6563
PN,273.02549999999997,6.85361,8.1,NGC6572
Gxy,273.0045,21.4636,13.0,NGC6577
Gxy,273.09,39.6328,12.9,NGC6585
OC,273.1875,-21.5831,8.6,NGC6568
GC,273.411,-31.8264,8.4,NGC6569
PN,273.438,-19.0761,11.0,NGC6567
Gxy,273.462,18.825,13.0,NGC6587
Gxy,273.9285,24.9122,12.7,NGC6599
Gxy,273.9285,24.9122,12.8,NGC6600
OC,273.9585,-22.1358,10.0,NGC6583
PN,274.068,-20.4506,12.9,NGC6578
OC+Neb,274.2705,-19.8661,7.0,NGC6595
OC,274.59000000000003,-15.0128,6.0,NGC6605
Gxy,272.96250000000003,14.9817,12.0,NGC6610
OC+Neb,274.512,-12.2431,6.5,NGC6604
OC,274.6125,-18.4061,11.1,NGC6603
PN,274.6245,-45.9833,12.0,IC4699
GC,274.6575,-52.215,7.9,NGC6584
OC+Neb,274.701,-13.8072,6.0,M16/NGC6611
Gxy,274.94399999999996,74.5689,11.5,NGC6643
OC,274.9935,-17.1019,6.9,M18/NGC6613
OC+Neb,275.19599999999997,-16.1717,6.0,Omega nebula/M17/NGC6618
Gxy,275.355,-76.5833,12.9,NGC6557
Gxy,275.59049999999996,23.4778,13.0,NGC6628
PN,275.72549999999995,-26.8217,12.7,NGC6620
OC,275.7585,-12.0239,9.0,NGC6625
GC,275.919,-30.3608,7.6,NGC6624
Gxy,276.0315,73.1831,11.8,NGC6654
GC,276.13649999999996,-24.87,6.9,M28/NGC6626
Gxy,276.2625,27.535,12.3,NGC6632
Gxy,276.28200000000004,-63.2475,12.9,NGC6614
PN,276.426,-23.2028,11.3,NGC6629
Gxy,275.5725,-85.4017,12.5,NGC6438
OC,276.7965,-12.0311,11.7,NGC6631
OC,276.813,6.50833,4.6,NGC6633
Gxy,277.158,-66.9822,12.51,IC4710
Gxy,277.4115,39.8653,13.0,NGC6646
Gxy,277.6665,67.9869,12.9,NGC6667
GC,277.734,-25.4964,9.2,NGC6638
GC,277.8465,-32.3481,7.7,M69/NGC6637
OC,278.205,-17.2286,8.0,NGC6647
OC,277.9005,-19.25,4.6,M25/IC4725
GC,277.9755,-23.4764,8.9,NGC6642
PN,278.1435,-25.1289,10.7,NGC6644
OC,278.1585,-16.8839,8.5,NGC6645
Gxy,277.6665,67.9869,13.0,NGC6678
Gxy,277.6665,67.9869,13.0,NGC6668
OC,278.367,-10.4028,8.9,NGC6649
PN,278.475,-22.65,13.0,IC4732
Gxy,278.60249999999996,-58.4965,12.37,IC4721
Gxy,278.652,22.9094,12.3,NGC6660
Gxy,278.652,22.9094,12.7,NGC6661
Gxy,278.7075,70.5242,12.1,NGC6690
Gxy,278.7075,70.5242,12.3,NGC6689
GC,278.94,-32.9903,8.5,NGC6652
GC,279.1005,-23.9033,5.2,M22/NGC6656
OC,279.13800000000003,-8.22083,7.8,NGC6664
Gxy,279.3585,26.4172,12.8,NGC6671
Gxy,279.35999999999996,40.0575,12.7,NGC6675
Gxy,279.64050000000003,25.375,11.9,NGC6674
OC,279.75,5.45,5.0,IC4756
Gxy,280.16700000000003,36.2894,12.7,NGC6688
OC,280.55850000000004,-6.21222,9.4,NGC6683
GC,280.8015,-32.2919,7.8,M70/NGC6681
Gxy,280.8015,60.6533,12.3,NGC6701
Gxy,281.15999999999997,-73.2633,12.5,NGC6653
Gxy,281.27549999999997,-62.2975,11.8,NGC6673
OC,281.328,-9.38361,8.0,M26/NGC6694
Gxy,281.313,25.5125,12.8,NGC6697
PN,281.4495,-33.35,12.0,IC4776
Gxy,281.739,45.7058,12.6,NGC6702
Gxy,281.829,45.5506,11.3,NGC6703
Gxy,281.82599999999996,-63.3309,12.34,IC4765
Gxy,282.2415,-65.1733,10.5,NGC6684
Gxy,282.642,26.8378,12.8,NGC6710
